,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9612,9613,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkOR4ITQj2onhVoiNxlCSOOF8nw==',McKay,b'ZjVGSQnKdRZncZ9ft8PDdA0hEh+x6YeFe5LVXtRwRelyLxKUVuWY+Q==',France,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,2,1,0,53477.76,0
9613,9614,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3lwJYpDX29CPjDTyWic26gbjLQ==',Roberts,b'ZjVGSQnKdRZncZ9ft8PDdA0xln1eWo0mDT4bEagiWk3nFzK2c6nXDg==',France,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,3,0,0,178067.33,1
9614,9615,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IA+IxwEXw+C3uQhOFkhcie2HFA==',Aitken,b'ZjVGSQnKdRZncZ9ft8PDdA0hIINcGn7pERtTZDLgItqD9hB6DJEf6Q==',France,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,0,1,171039.56,0
9615,9616,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKwkUwMjJ8wcXPzhVxXPOjzWFg==',Chao,b'ZjVGSQnKdRZncZ9ft8PDdA0xsHRwbR/5V6KNLqiFySYLvgfu5uZjIQ==',Spain,Female,47,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,0,150802.41,1
9616,9617,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKwhRxvSbE2gWieleIFOdJeWgA==',Bruce,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBUeEtrsqEEITO3Paoz2HB5F3R8VeQ==',Spain,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',61172.04,1,0,0,82951.12,0
9617,9618,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZo2sU0talOLemR4Au1DfxHIeg==',Chan,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4RZOYZ6q+SgK/vi8Fa3vOgm14qaXA==',Germany,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',90194.34,2,1,0,57064.57,0
9618,9619,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PduugO0iNfZ24Luo13CYoUaHIA==',Watts,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk5MpqUyjymYijsL29pgMemVUGBW1vg==',France,Female,24,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',95508.2,1,1,1,45755.0,0
9619,9620,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSo1b70691iLHh1W981upkvv1vg==',Gibbons,b'ZjVGSQnKdRZncZ9ft8PDdA0xvF+EUoCUPQnu/+xxKCcaZJSgUmGUlQ==',Germany,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',99967.76,1,1,1,176882.08,0
9620,9621,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HjVsB1rYJrHq1GfuH4cOHiH4pw==',Ni,b'ZjVGSQnKdRZncZ9ft8PDdA0PrRD5kcFKdOyeUfk5UQJswU2baL2M+g==',Spain,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',101470.29,1,0,1,88838.14,0
9621,9622,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Dj0HqxL8Lg2xOHg9kCmms4yXTQ==',Jen,b'ZjVGSQnKdRZncZ9ft8PDdA0hNO28/mbkFTzr2qwM/S91ruhUnzIMBQ==',Germany,Female,33,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',70541.06,1,0,0,88592.8,0
9622,9623,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8ID3lHvoQx9aEJyRJ3M29VFzuJg==',Phillips,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4uBXncjdfjG4J41CDff1CEiaHNDlw==',France,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',112211.61,1,1,0,26261.42,0
9623,9624,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkOxJKS7BOQHddWrx49qBU5yEEw==',Amaechi,b'ZjVGSQnKdRZncZ9ft8PDdA0Pl9t+g0uIhhnLZ8PuEVUMwUq2ze2UYQ==',France,Female,47,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',154543.98,1,1,0,29586.73,0
9624,9625,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EJpAzwS7598gCLWgGIoaF/0IMg==',Maslow,b'ZjVGSQnKdRZncZ9ft8PDdA47+PV/sHkqJ6PzoCPujHCNwQXoKOfeoQ==',France,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',111098.85,1,1,1,172321.21,1
9625,9626,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3nZmwMzGiGtLNsYIAgDGVfQ+rg==',Rowley,b'ZjVGSQnKdRZncZ9ft8PDdA0PtSJhl2zfaXwk2UFEwG2spYCgAG3Wkw==',Germany,Female,44,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',131873.07,2,1,1,158036.72,1
9626,9627,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKjBu15cbUCEumRjsnc4lKYbsQ==',Chukwuemeka,b'ZjVGSQnKdRZncZ9ft8PDdAzicy7qAuPRG3cSEhZnJUR6jq6gSei0tQ==',Spain,Male,27,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',137275.36,1,0,1,115733.16,0
9627,9628,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LXaKEpXn58QDJLeq2k0ZSjsUzQ==',Bevan,b'ZjVGSQnKdRZncZ9ft8PDdA0xilXvpkIDEtWhUKT/z9Whlw64ENvG5w==',Spain,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',153316.14,1,1,0,59927.99,0
9628,9629,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zre/f8PkorQ5uIE24msqkXfFjIw==',Topp,b'ZjVGSQnKdRZncZ9ft8PDdA0xgtLIVjm8IjSTpx4+QqHkrJnkXtJnzQ==',France,Female,22,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,1,1,44377.65,0
9629,9630,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MICQ25CiIUUW6Q/WwykO304RwA==',Burgoyne,b'ZjVGSQnKdRZncZ9ft8PDdA0f5wiod3CrBBW9IlK/iIhPJ0jnp/KWGQ==',Spain,Male,44,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',121250.04,1,0,1,79691.4,0
9630,9631,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxJS9x8mgO3k0B2NIlxcivn5nGQ==',Yermakov,b'ZjVGSQnKdRZncZ9ft8PDdA0hNOugnEiln/1UVoXHaPBSAJfDosWH1A==',France,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',109578.04,2,1,1,51503.51,0
9631,9632,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8ydVpBdF93UOnkI1tXuStZY5jA+w==',Ts'ui,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZRrA08w4emuXA5Lwz6yl5TQg33stw==',France,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',53573.18,1,1,0,62830.97,0
9632,9633,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPCHRLiURtB6BQ6zlB2cc5slAg==',Kodilinyechukwu,b'ZjVGSQnKdRZncZ9ft8PDdA0hKNW3WWIHIp+xX1njabdyFQzMTWAZ0A==',Germany,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',58003.41,1,1,0,90346.1,0
9633,9634,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EJpN6zOp/87XzL/w0glbhH2nSQ==',K?,b'ZjVGSQnKdRZncZ9ft8PDdA0xgp7Fy6zpLSLsoAxNqFnBV40DH8tRcQ==',France,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',113000.66,1,1,0,40467.82,0
9634,9635,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZYtaNRA7zjKFv0diwp6snIuSg==',Marino,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkC4C2MFi33kO+jbAwjCTq1ygDVh+A==',France,Male,27,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,1,0,51620.94,0
9635,9636,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LpSS21rfPt1BJKEVvDKs660WHQ==',Lucas,b'ZjVGSQnKdRZncZ9ft8PDdA0PpRfr0Y5T/hYiyLgnyHEyiwZX0aUhkA==',France,Female,49,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,1,0,0,65466.93,1
9636,9637,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IBcR8jFZTMlG9c4I8oRHfYqmQQ==',Anderson,b'ZjVGSQnKdRZncZ9ft8PDdA0xihnJxCIc0zPxDkY32cAIEU+FsUmkBA==',Germany,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',139973.65,1,1,1,667.66,1
9637,9638,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxJxZEGLjpZYH0VCZrRf/gd8lfg==',Wei,b'ZjVGSQnKdRZncZ9ft8PDdA0hGvpE59msCNwcVK8ZddfKWExkiiPfzQ==',France,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',151290.16,1,1,1,172437.12,0
9638,9639,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELQ4Af3szZvlROihtt83dv5CZg==',Baldwin,b'ZjVGSQnKdRZncZ9ft8PDdA0hIIHtrJv5FSEDuyZWfafpgCRW9ak60w==',Germany,Female,50,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',121498.11,2,0,1,106061.47,1
9639,9640,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LrKpBc3YctgN/mQqnZBoEIjFwA==',Foster,b'ZjVGSQnKdRZncZ9ft8PDdA0hKNoC14vA4DeQJi/tzQv8v2F3c3Pxzg==',Spain,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',103515.39,2,1,1,177622.38,0
9640,9641,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PpQEzMQ2VuSufnbyoH2/YfRuGg==',Gebhart,b'ZjVGSQnKdRZncZ9ft8PDdA0hJMnsoqe9HmahXrPs/TAMW6bM0j7QfA==',France,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,1,0,191520.5,0
9641,9642,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LVTBA/X4OiaJzrhWGPk+QPRPUg==',Fedorov,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBhlX/fsySUqbc2AyZ1vJXYfuwFN0Q==',France,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,1,1,95686.6,0
9642,9643,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZW75rY2/RyNqICJy6P99yOxrNw==',Robertson,b'ZjVGSQnKdRZncZ9ft8PDdA0hMEUuAvMC1dR4b2hCqjFu/8aU3vEzZg==',Spain,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',106687.76,1,1,0,173776.5,0
9643,9644,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4JOPyDCSdKGcEzHcWwzK/0rbQg==',Tudawali,b'ZjVGSQnKdRZncZ9ft8PDdA0Pvd5vCuHJbKTqT1fcNpd+KEq0jfBw0g==',France,Female,41,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,1,113089.43,0
9644,9645,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2Ozo9nZmxxdw+THpjUZMRNZMnQaA==',Iloerika,b'ZjVGSQnKdRZncZ9ft8PDdA0f2SI7n3Rg0/qX242FaOCmrtpnD6zU6g==',France,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,1,149614.81,0
9645,9646,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/PrK2n/uKB4F6oBLUD7VAfqsaRQ==',Onyemauchechukwu,b'ZjVGSQnKdRZncZ9ft8PDdA0xsDzDB8JlQRjVM/cwt76q/Oqs1Rwr4Q==',France,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',106089.2,1,0,0,99537.68,0
9646,9647,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MIgzGHGumeCdfow9l09ozMMAyw==',Muir,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',Spain,Male,71,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',69608.14,1,1,0,97893.4,1
9647,9648,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AFWUA/h0BL/8mObT2Q75I7b8+g==',Walker,b'ZjVGSQnKdRZncZ9ft8PDdA0xkkc4RzawZxCWKoTMUmS3fqPD08QWVw==',France,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,0,1,90.07,0
9648,9649,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkNZCxDR8hOtoPom0PgJ5YrBR4w==',Charlton,b'ZjVGSQnKdRZncZ9ft8PDdA0xmld7AtC8qw43p+oby7ybqcNONOBugw==',Germany,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',96202.32,1,0,0,161154.85,0
9649,9650,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgDKRFNB9vZG17/q75U/x2hwswA==',Tseng,b'ZjVGSQnKdRZncZ9ft8PDdA0hNOh02XJzOn1fPZ1DMRnPkiPf+xTQEQ==',France,Female,38,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',0.0,2,1,1,332.81,0
9650,9651,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/Pq5dmQQic1UOOsmYp/uxmG3jSg==',Ifeatu,b'ZjVGSQnKdRZncZ9ft8PDdAzie6iKe3SI09UhsKYKWL7oQHhT2+DKYw==',Spain,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,1,0,66285.18,0
9651,9652,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvZYp2Gd6KabC3bk3KA0toeY3yg==',Chin,b'ZjVGSQnKdRZncZ9ft8PDdA0f1aze4M1T6up8TGcNMsbnNsx8BmdtnA==',France,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',127818.52,1,1,0,163477.22,0
9652,9653,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzrEMAXuLpzcpNZPFkDt7SCieDA==',Blinova,b'ZjVGSQnKdRZncZ9ft8PDdA0f6zlHaXDOPC2itYhpfeotUd+MgI4OnA==',France,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,1,1,0,170332.67,1
9653,9654,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3mr3Or2YOv6aG58/MqJEnZyPrw==',Maconochie,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZVfL8tjPgFDLFq1AbN0D11eNYawWQ==',Germany,Male,58,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',137318.42,1,1,1,126144.96,0
9654,9655,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NSqspIXyrJYc7YOrbB7OAza5Dsg==',Ch'in,b'ZjVGSQnKdRZncZ9ft8PDdAzie6iKe3SI09UhsKYKWL7oQHhT2+DKYw==',Spain,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,0,0,53437.1,0
9655,9656,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EJoPClVV6fvOjzmpFQNMGBWDYQ==',Nicholson,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk5FwrFFoBryA4LjbMLThHiSTnc8/gQ==',France,Female,40,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',55776.39,2,1,0,26920.43,0
9656,9657,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MIgyNv+eFW+o0yj6xb2Ten1Cvw==',Burgess,b'ZjVGSQnKdRZncZ9ft8PDdA0xsD/GvtALJG5ibXs0KB/EfTuyEm0o+A==',Germany,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',84421.62,1,0,1,52314.71,0
9657,9658,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdCUS160FvbDE2rAwtOE62TYpxQ==',Young,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlHLT7u/ev/xWCLwskMnnG0m7ahtsA==',France,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',83161.65,1,1,1,116885.59,0
9658,9659,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8NGa66ndpt1oVkJ04J+DhxuGKg==',Plumb,b'ZjVGSQnKdRZncZ9ft8PDdA0hNKMtJ8GAUTa3orL3aAk7/ZxW+1uKwA==',France,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',0.0,2,1,1,126263.97,0
9659,9660,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZBbWtAnLluXS1K3zEick0SagDQ==',Trentino,b'ZjVGSQnKdRZncZ9ft8PDdAzif2mke6Y7n/2mj8nuPSqSYS5WdAilTg==',Germany,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',87807.29,2,1,1,64613.81,0
9660,9661,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvbwruaIRKYTIytRjmd29i/TXmg==',Allen,b'ZjVGSQnKdRZncZ9ft8PDdA0PoeLWohvc8DS9voRZs/iiMKV3RJNuiw==',France,Female,30,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,1,0,89216.29,0
9661,9662,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdC3DVrO15QDgvtCYfUJw2TUIXQ==',Benford,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLsDihqqYw2/5hlFLCUusc4cFUaTdg==',France,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,0,0,83419.15,0
9662,9663,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELwN7PaDMC76pBW9T4xnCWhX9g==',Gallo,b'ZjVGSQnKdRZncZ9ft8PDdA0hIIXpK06kigHkeh2s4zsojowCfg7E/g==',Spain,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,1,123998.52,0
9663,9664,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKYZK5uLOHRpIvsO7EvEoKUo9A==',Cobb,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlHLT7u/ev/xWCLwskMnnG0m7ahtsA==',Germany,Male,40,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',95293.86,2,0,1,96985.58,0
9664,9665,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zreNagvUxpmMU2+3QSJJwJyk39Q==',Doherty,b'ZjVGSQnKdRZncZ9ft8PDdA0hODEH4/fqpMB+60EejkxAmL3ohBZgzA==',Germany,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',92847.59,1,1,0,146154.06,0
9665,9666,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdDEajk4URyVlNPxQP7aB+avvRw==',Cocci,b'ZjVGSQnKdRZncZ9ft8PDdA0PpRfr0Y5T/hYiyLgnyHEyiwZX0aUhkA==',France,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,1,1,18471.86,0
9666,9667,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgBBM9TkxxulLKz7NgKACjE0F0w==',Macadam,b'ZjVGSQnKdRZncZ9ft8PDdA0hJIpSef6YTOybCTiAftoWfTD12gYIqw==',Spain,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,1,0,95009.6,0
9667,9668,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+Pc/fNzHWpOgIYwX1zb/TQ0RD+Q==',Tychonoff,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn862fvs+k1OEcCp80hFycEXXISZrHQ==',France,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,1,0,1,121175.86,0
9668,9669,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZBpD4IMo325mfu1SZlMQ+vCRWw==',Johnson,b'ZjVGSQnKdRZncZ9ft8PDdA0hOHSKQPwE4Qvkj97J++oW4pEjQTSekA==',Spain,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,1,77047.78,0
9669,9670,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrdWnaycdw3eBwyS9DPmLrdPuCw==',Tu,b'ZjVGSQnKdRZncZ9ft8PDdA0xuLrfAplmbZmAAUeAod0SikuS7DGEqw==',France,Male,37,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,1,0,158049.9,0
9670,9671,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LraiJp38vfQbK5o5SWtJNRgjLQ==',Chidiebere,b'ZjVGSQnKdRZncZ9ft8PDdA0hJIz5L9s+XrLcbLnTPbDro4MLbmeLbA==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,1,0,147040.25,0
9671,9672,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Dg8p61K4W+TfDaoTehLziBxJ0w==',Pope,b'ZjVGSQnKdRZncZ9ft8PDdA0xihiQYp5U/7sPz902xeJ21KqjEZzJEQ==',Germany,Male,78,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',68345.86,2,1,1,142566.75,0
9672,9673,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzqWkmuNdZpGLuTc1x+jjSe8dQA==',Sutherland,b'ZjVGSQnKdRZncZ9ft8PDdA0xnpftjWzcFdBwHNJEXI2b4+Rzci318Q==',Germany,Male,28,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',76656.4,2,1,1,185483.24,0
9673,9674,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgAQnjPnNiJ+QMusaPl5inagUPg==',Beneventi,b'ZjVGSQnKdRZncZ9ft8PDdA0xildKwaCLdxY7oyNOL8IbKjzGbTC2DQ==',France,Male,62,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,0,0,155870.82,0
9674,9675,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZWIiIWapI9MaCTbbUGifDcg09A==',Jamieson,b'ZjVGSQnKdRZncZ9ft8PDdA0xmhTl1knSisNOLrM8zBNCfo48EpyRaw==',France,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',0.0,2,1,1,121555.51,0
9675,9676,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DjF5I3TZ6b8PjGxVt8ZrpG+bDA==',Simmons,b'ZjVGSQnKdRZncZ9ft8PDdA0hPEfC5kWdvwNuMtn+4rLiLSfyul3lRg==',Spain,Male,39,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',60374.98,1,1,0,40223.74,0
9676,9677,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzqnY+6Kd/o4nv1lTHVcgbkILag==',Chijioke,b'ZjVGSQnKdRZncZ9ft8PDdA0Pk9ovqSjTc46YXajSsaUIgxNpapHbAQ==',France,Female,34,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',0.0,1,1,1,75503.6,0
9677,9678,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8ydVoIVIEmaiAkhOUxi66JiC3Rcw==',Iloerika,b'ZjVGSQnKdRZncZ9ft8PDdA0hODNx6VljTt3wUSe87h3mLj5vS9T0pQ==',Germany,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',88046.88,1,0,1,186942.49,1
